02TX,Grand Valley Lands,32.23348055,-97.40029445
02V,Pine View,39.34443277,-104.58108139
02VA,The Greenhouse,38.43568277,-77.85721639
02W,Deck Airpark,35.74153972,-78.92473084
02WA,Cawleys South Prairie,47.15232388,-122.09400278
02WI,Beer,45.03191111,-92.65575639
02X,[H] Biscayne,25.8784925,-80.1571275
02XS,Seidel Ranch,30.14771305,-97.66277917
02Y,Greenbush Municipal,48.68330972,-96.19196028
03A,Southern Aero Sports,34.62512805,-81.89843223
03AZ,THOMPSON INTL AVIATION,31.43333325,-110.08555775
03B,MANSFIELD MUNI,37.127639,-92.620972
03CA,[H] Grossmont Hospital,32.77977277,-117.00586112
03CO,KUGEL STRONG,40.2125,-104.7444445
03D,MEMPHIS MEM,40.4472235,-92.2280555
03FD,Tharpe,30.82879805,-85.73104278
03FL,[H] Ranger,26.68367694,-80.18726723
03I,Clarks Dream Strip,39.64422888,-83.01823889
03II,Davis Field,37.96198694,-87.77891167
03IL,Wix,41.40225527,-87.81671334
03IS,[H] St Anthonys,38.90504777,-90.1734425
03K,[H] State Fairgrounds,39.83755,-89.63760028
03KS,[H] Valley Grain,39.86472055,-95.26414278
03KY,Flying H Farms,37.79170944,-87.54139917
03LA,[H] Damien,30.19964083,-91.12788167
03LL,Thornton,39.34114777,-88.29143223
03M,[S] Lakeside Marina,44.32090194,-69.88949306
03MA,Hadley,42.39314472,-72.55203223
03MI,[H] Harold Miller,43.55085666,-83.86219556
03MO,Cahoochie,37.88447888,-93.13158112
03N,Utirik,11.233333,169.85
03NC,Pilots Ridge,34.10433833,-77.90416667
03ND,Olafson Brothers,48.62638277,-97.82898334
03NE,Hyde Ranch,41.54639638,-99.33121306
03NJ,[H] AT&T,40.66871277,-74.41070723
03NY,Talmage Fld,40.95843166,-72.716765
03OH,Gibbs Field,41.41838527,-83.01741612
03OI,[H] Marymount Hospital,41.42088611,-81.59984667
03OK,Sahoma Lake,36.04119722,-96.16138889
03OR,Powwatka Ridge,45.85542194,-117.48434417
03PA,[H] Collegeville,40.16288222,-75.46574028
03Q,Bottimore Ranch,38.30408027,-121.25105862
03S,Sandy River,45.40178694,-122.22869778
03T,Gay Hill Farm,30.2627125,-96.50024612
03TS,[H] Shannon Medical Center,31.45988333,-100.43759306
03TX,[H] M D K Field,29.58162166,-95.30715889
03VA,Whipoorwill Springs,38.66456333,-77.57971112
03WA,Spangle Field,47.40822694,-117.37186362
03WI,Zink,44.02748083,-88.88094639
03X,[H] Emergency,25.81565305,-80.14143473
04A,FRANK SIKES,31.7362665,-86.2624605
04CA,GRAY BUTTE FLD,34.5638885,-117.675
04CO,[H] Denver Water Department,39.72943111,-105.00942667
04D,Ceres,42.00839888,-78.25806862
04F,De Leon Municipal,32.09875222,-98.52532639
04FD,Hall Farm,29.91995277,-82.90262667
04FL,Cross Creek Farms,29.23942472,-81.222005
04G,LANSDOWNE,41.130478,-80.6195805
04H,Herren,40.0881025,-90.88541028
04I,Columbus Southwest,39.91117333,-83.18880139
04II,Turkey Run,41.13060444,-84.99413417
04IL,Schertz,40.63753527,-89.00701889
04IS,Van Gorder,40.17864472,-88.5689525
04KS,[H] Robinson Industries,38.97889083,-95.21969417
04KY,Natchez Trace Farm,37.13505361,-85.78941556
04L,Conover Air Lodge,34.76109194,-119.05899306
04LA,Loggy Bayou Plantation,32.27321277,-93.40600584
04LL,Brunner,42.13613583,-88.28758139
04M,CALHOUN CO,33.9301115,-89.342853
04MA,Goddard,42.80981138,-71.13922528
04MI,Rapids Airway,42.53448111,-84.62831306
04MN,Helblad,47.98579222,-94.68691778
04MO,Airpark - Private,39.3011525,-91.45154278
04MS,NICKS FLYING SVC,32.939572,-90.837322
04NC,[H] Western Wake Medical Center,35.74,-78.78222223
04ND,Hahn Field,46.72747388,-97.44009334
04NE,Mc Connell Field,41.15999333,-101.29905251
04NJ,Emmanuel,39.59678111,-75.23351889
04NV,KINGSTON RANCH,35.7555305,-115.664728
04NY,Klaverack,42.26230916,-73.69623306
04OH,Bossow,41.24769472,-81.10065195
04OI,Herr II,41.42005194,-83.79716084
04OK,[H] Stillwater Medical Center,36.11532861,-97.07947945
04OR,Collins Landing Strip,44.74985527,-120.20112889
04PA,[H] S&C Distribution Center,39.87927972,-75.22879278
04PN,[H] Strawbridge & Clothier Exton,40.03066194,-75.63021001
04TA,[H] Capitol National Bank Building,30.27104166,-97.7447275
04TS,[H] Hummingbird,30.55353166,-97.60611639
04TX,Pocock,31.73222222,-97.36888889
04U,Kirkeby Ranch,38.90411388,-114.38972056
04V,Saguache Municipal,38.09722222,-106.168635
04VA,[H] Vint Hill Farms Station,38.7512275,-77.67138056
04W,Keech,35.62210777,-76.76355028
04WA,Ox Meadows,47.58183611,-117.4371525
04WI,Dutch Gap Airstrip,42.5233525,-88.01674806
04X,[H] Doral Ocean Beach Resort,25.8256525,-80.12115612
04XS,[H] Napiers,32.58208055,-97.14251001
04Y,HAWLEY MUNI,46.8838205,-96.35026
05A,Cascabel Air Park,32.30007333,-110.3650775
05B,[S] Van Buren,47.15893194,-67.93196834
05C,GRIFFITH MERRILLVILLE,41.519842,-87.399508
05CA,[H] Lost Hills Sheriffs Station,34.13777777,-118.71444445
05CL,POPE VALLEY,38.6108335,-122.39139
05CO,Rancho De Aereo,40.21498388,-104.98442278
05D,NEW TOWN MUNI,47.967089,-102.4779555
05E,Ranta Strip,33.85392111,-112.65323028
05FD,[H] Aventura,25.96092527,-80.13921195
05G,Williams Field,43.34168944,-82.83604528
05GA,[H] Beaver Ruin,33.93065805,-84.15324973
05II,Reichhart,41.02865944,-84.99718945
05IL,Classic Landings,41.15669722,-88.01671389
05IS,Hardy,39.72587638,-89.26397112
05J,Bonner Field,30.55019388,-87.64998612
05L,[H] Hughes-Fullerton - Ground Level,33.87834749,-117.96422806
05LA,Gregs Flying Service,32.26527777,-91.69777778
05LL,[H] Midwest,41.74892,-87.93505889
05M,[H] Pauls Valley General Hospital,34.71674805,-97.21696695
05MA,[H] Bentley,42.69120388,-70.91227417
05MN,Sowieja,44.63441055,-93.07243612
05NC,[H] The Brunswick Hospital,34.00989388,-78.29222195
05ND,Klessig Strip,47.20776194,-97.47119945
05NE,Mc Kay,41.72223305,-98.30895834
05NJ,[H] Colgate-Jersey City,40.71399111,-74.03152889
05NY,[H] Oswego County,43.55201388,-76.09020112
05OI,Dorlon Airpark,41.28838527,-81.96263945
05OK,Hawk Haven,35.85337972,-97.56754417
05OR,Peacock Ranch,45.44153777,-117.35100973
05PA,[H] Philadelphia Market Street,39.95483472,-75.17823389
05PN,[H] State Police Area III,40.30008861,-76.85802834
05Q,Camanche Skypark,38.26380527,-120.9232725
05R,[H] San Jacinto Methodist Hospital,29.73772694,-94.98020528
05S,Vernonia Airfield,45.85150027,-123.24150528
05T,Hilde-Griff Field,30.72213333,-97.79140251
05TA,Brandes Air Field,29.80913055,-96.26507778
05TS,Dew Drop,33.12928749,-97.35863056
05TX,Circle A Ranch,32.12916666,-97.40416667
05U,EUREKA,39.599722,-116.005
05UT,OLJATO,37.033333,-110.317357
05V,Blanca,37.41111916,-105.55168001
05VA,Providence,37.22416666,-78.41861112
05W,Riverside Campground,35.58155444,-76.51548473
05WA,[H] Sacred Heart Medical Center Helistop,47.648225,-117.41354556
05WI,Ames - Private,42.65112444,-88.74593862
05XS,Johnson Memorial,33.07929055,-91.54317556
05Y,Henning Municipal,46.30385,-95.4394825
06A,MOTON FLD MUNI,32.4604695,-85.6800335
06C,SCHAUMBURG RGNL,41.9891585,-88.1003565
06CA,[H] Sce Solar I,34.87081888,-116.83420139
06D,ROLLA MUNI,48.886968,-99.6218575
06FA,WILLIAM P GWINN,26.908153,-80.3284135
06FD,[H] Williams Road Helistop,26.41758111,-81.82425306
06FL,[H] Morton Plant Hospital,27.95335361,-82.80426917
06GA,[H] Smith,33.75343972,-84.16214028
06H,[H] Hawarden,42.99859916,-96.48086389
06II,Bill Shank,40.02309194,-86.03748528
06IL,Thudwhomp,41.40030722,-90.99070306
06IS,Sinele Strip,40.54643166,-91.27431584
06K,Phillips,40.07504305,-91.78988806
06KS,[H] Riverside Hospital Airlift,37.69584694,-97.37254501
06KY,[H] Falcon,37.52592388,-83.34515084
06LA,[H] Panther Helicopters Inc,29.84604,-90.02784862
06M,EUPORA,33.5346165,-89.317021
06MA,[H] The Barn,42.69064444,-71.60895806
06MI,[H] W A Foote Memorial Hospital,42.25142416,-84.39245723
06MO,NOAHS ARK,39.231528,-94.8043055
06N,Randall,41.4318693025,-74.3941622175
06NC,Tailwinds,34.8275,-78.93027778
06ND,Fitterers Strip,46.74889194,-101.66931528
06NE,[H] St Marys Hospital,40.68000138,-95.86166862
06NJ,[H] Chemical Bank - New Jersey Na,39.9501125,-74.99961389
06O1,[H] Saint Elizabeth Medical Center,41.11478027,-80.65701973
06OH,Hal Joy Airfield,41.50977611,-80.59118584
06OI,Green Acres,39.73477805,-84.38222223
06OK,[H] Albert Lodge,36.54174444,-94.83356528
06OR,Hayden Mountain,45.465115,-123.07955
06Q,Ranch Airstrip,38.33741388,-120.97327389
06R,Grawunder Field,29.94189222,-96.24607445
06S,Acme Field,48.7095575,-122.17765723
06TA,Glaser Field,30.90852027,-97.11693639
06TE,AINSWORTH,30.3127085,-95.026875
06TS,Roscoe Mc Connico,32.12070861,-96.17913973
06U,Jackpot Hayden Fld,41.975835,-114.6580555
06WA,[H] N A Degerstrom Yard,47.68628472,-117.19798389
06WI,Young - Private,45.66273,-92.45019806
06X,Parrish Brothers - Private,27.87530138,-80.51644195
06XS,[H] Diamond,29.68356222,-95.14465417
06Y,Herman Municipal,45.82996055,-96.16061445
07A,FRANKLIN FLD,32.1662025,-85.8097765
07B,Blue Hill,44.44591,-68.56613417
07CA,[H] West Side Hospital,35.13885583,-119.45095195
07D,Tackaberry,43.06336,-82.72492639
07E,Navajo Nr 5,34.88669611,-109.42732667
07F,GLADEWATER MUNI,32.52867475,-94.97167475
07FA,Ocean Reef Club,25.3253945,-80.274775
07FD,Flying G Ranch,30.41799194,-83.28375417
07FL,[H] Southwest Florida Regional Medical Cen,26.60535166,-81.85953028
07H,Schnelle,40.09865694,-91.39737251
07II,[H] Jennings Hospital,39.01060916,-85.64080251
07IL,Haley Field,41.49308611,-88.20145084
07K,Central City Municipal,41.11668055,-98.05033639
07KS,Heape Field,37.73418388,-96.93670084
07KY,Blue Lick,38.08062249,-85.6932925
07LA,[H] Air Oil Inc Nr 1,29.93714916,-90.18368612
07LL,Dunlap,38.72504722,-87.74391667
07MA,[H] West Pond,41.9170475,-70.70948056
07MI,Scott Airstrip,43.86418916,-85.02391889
07MN,Dairyview,44.05496472,-95.90946306
07MO,Lake Sexton,38.65001472,-93.61687945
07MT,GLASGOW INDUSTRIAL,48.421093,-106.5277165
07N,Bermudian Valley Airpark,40.01676166,-77.00386667
07NC,Timnath - Serah,34.83320416,-80.75117834
07ND,Backfisch Strip,47.15611944,-102.06433667
07NJ,[H] Palisades General Hospital,40.7917675,-73.99541667
07NY,Hough-Mcgee,40.87093166,-73.03705139
07OH,[H] Tennessee Gas,39.93729472,-81.68346028
07OK,Pleasant Valley,34.63340472,-99.03368862
07OR,Bruces,45.42178638,-122.62037084
07PA,Malickson,40.16065944,-75.49268584
07PN,[H] AT&T,40.24758972,-76.80608278
07Q,[H] Jackson Lake,39.46240111,-120.56604501
07R,BISHOP MUNI,27.61031,-97.7519415
07TA,Salaika Aviation,29.24051833,-95.34465834
07TE,CUDDIHY FLD,27.721909625,-97.509618
07TS,Cross-Country Estates,30.625,-97.57277778
07TX,[H] Pecks,33.18400472,-96.44804056
07V,CUCHARA VALLEY AT LA VETA,37.523825,-105.0092695
07VA,Alpha Hotel,36.81958361,-78.78306223
07W,Brickhouse Fld,34.41405638,-77.94971084
07WA,[H] Deaconess Medical Center,47.65183583,-117.42465695
07WI,Bartell Strip,42.96528888,-88.39148501
07Y,Hill City-Quadna Mountain,46.9555075,-93.59689639
08A,WETUMPKA MUNI,32.52748125,-86.3310555
08AK,Atmautluak,60.86674555,-162.27313889
08B,Merrymeeting Field,44.0000775,-69.88699362
08C,RIVERVIEW,42.936,-85.805196
08CA,[H] Pg & E Co. Placerville Svc Center,38.69490361,-120.82715806
08D,STANLEY MUNI,48.3007985,-102.4063515
08F,City of Coalgate,34.53175888,-96.23305389
08FD,Sunniland Ranch,27.36309833,-80.77283695
08FL,J. H. Hendrie Farms,27.08449694,-81.32868334
08G,[H] Salt Fork Lodge,40.11090416,-81.52623056
08GA,Sapelo Island,31.42578027,-81.28592889
08II,[H] Lagrange Hospital,41.64588333,-85.42636917
08IL,Harms Airstrip,41.57697722,-89.79399389
08K,HARVARD STATE,40.65136475,-98.07985475
08KS,Alderson,39.03472194,-97.58003195
08L,[H] Verdugo Hills Hospital,34.20417138,-118.21757417
08LA,[H] Air Oil Inc Nr 2,29.95298194,-90.182575
08M,CARTHAGE LEAKE CO,32.7601905,-89.530914
08MA,Wormid,42.29398361,-71.49617445
08MI,[H] Edward W Sparrow Hospital,42.73420138,-84.536645
08MN,[S] Christenson Point,47.66937388,-93.05444445
08MS,WILLIAMS FLD,34.6622225,-89.868333
08N,Keller Brothers,40.29175888,-76.32884528
08NC,Heathwood Farm,36.06763694,-80.46561195
08ND,Brecht Strip,47.32639666,-102.09767306
08NJ,[H] St Barnabas Medical Center,40.76260055,-74.30403723
08NY,Sharon,42.7784075,-74.57764001
08OH,Kenley,41.29172222,-80.56368389
08OR,Saxon Sycan,42.83931166,-121.1172175
08PA,[H] Pocono Raceway,41.05842111,-75.49963084
08PN,[H] Thomson,40.04593083,-76.28079112
08Q,Kistler Ranch,37.85964916,-120.55436639
08R,Richmond,41.48898916,-71.62034112
08TA,[H] Rancho Del Lago,29.95188138,-98.22445639
08TE,B J MC COMBS SISTERDALE,29.9760475,-98.743639
08TS,Puesta Del Sol,26.88782833,-98.50723862
08TX,Cross Wind,32.85818111,-97.74752945
08U,Stevens-Crosby,41.51574138,-115.85980417
08VA,Springwood Airstrip,37.55402194,-79.74976334
08WA,[H] Manchester Laboratory,47.57426333,-122.54791223
08WI,Pierick,43.0436025,-90.35512389
08X,Calusa Ranch,26.05453555,-81.06784778
09A,BUTLER CHOCTAW CO,32.119315,-88.127464
09AK,Larsen Bay,57.53510666,-153.97841695
09C,Austin Lake,42.16254416,-85.54583278
09CL,ALTA SIERRA,39.11375,-121.056529
09CO,Cottonwood Field,38.05556333,-103.65328028
09F,Running M Ranch,32.26680777,-97.86697612
09FA,PLACID LAKES,27.2455555,-81.413056
09FD,Cheryl-Lane Landings,28.67110361,-82.08730667
09FL,R V Jordan,30.90212916,-87.174415
09GA,Sunbelt Strip,31.11129833,-83.68405834
09I,Delphos,40.82088305,-84.31245112
09II,Gibbons Field,38.44727972,-86.44498473
09IL,[H] Silver Cross Hospital,41.53641972,-88.05255751
09IS,[H] Swedish American,42.26502,-89.07427223
09J,Jekyll Island,31.0744775,-81.427782
09K,SARGENT MUNI,41.6369515,-99.3403775
09KS,Coffman,38.70695333,-95.13830334
09KY,[H] Baptist Hospital East,38.23895944,-85.63940528
09LL,Pine Hill,42.4680725,-88.74315862
09M,CHARLESTON MUNI,33.99155,-90.075375
09MA,Kallander Field,42.30426111,-71.50589695
09MI,[H] Michigan National Guard Headquarters,42.70809055,-84.56081223
09MN,W Johnson Field,44.77995722,-95.66363389
09MO,Hogue Farm,37.37837777,-93.36324806
09N,Airhaven,41.83259305,-73.87596778
09NC,William Irving Lewis,35.32932499,-79.030025
09NE,Summer Hill Farm,41.33333083,-96.19363167
09NJ,[H] Stonebridge Farm Helistop,40.65371277,-74.68654945
09OH,Pine Acres,40.34978888,-80.90508973
09OK,Ragtime Aerodrome,36.35453888,-95.86388334
09OR,[H] Mid-Columbia Medical Center,45.65706555,-121.14507056
09PA,Eagle Field,40.82700388,-77.98806028
09PN,[H] Hundley Residence,40.56204583,-75.14267362
09R,TYLER CO,30.7752,-94.4585345
09S,Sullivan Lake State,48.84112424,-117.28395798
09TS,PITCOCK ROSILLOS MOUNTAIN RANCH,29.482419,-103.164892
09TX,Smokey Mtn Ranch,30.73905166,-102.02374139
09VA,Alum Ridge,36.97651777,-80.49394362
09WA,[H] Holy Family Hospital,47.71044694,-117.40688223
09WI,Parkway Farm Strip,44.00357333,-91.30764417
09X,[H] Delta Regional Medical Center,33.41067166,-91.03427251
09XS,[H] Baptist Medical Center,29.43301027,-98.49223917
09Y,[S] Wipline,44.81663305,-93.01549139
0A2,HESTER MEMORIAL,34.0904665,-82.5680585
0A3,SMITHVILLE MUNI,35.985325,-85.809322
0A4,JOHNSON CITY STOLPORT,36.36361,-82.3088875
0A5,Zack,34.60952833,-84.97772223
0A7,HENDERSONVILLE,35.3075,-82.4333345
0A8,BIBB CO,32.9367915,-87.0888835
0A9,ELIZABETHTON MUNI,36.3712115,-82.1734025
0AK1,Anderson Lake Strip,61.61696166,-149.31472501
0AK2,Cape Simpson,71.05877888,-154.75061862
0AK3,Parker Lake,62.03586638,-150.49391695
0AK6,Victory,61.80337444,-147.94415334
0AL0,[H] Thomas Hospital,30.52777777,-87.90277778
0AL1,Resort,30.44388888,-87.65694445
0AL2,[H] Clay County Hospital,33.275,-85.83333334
0AL3,[H] Hospital Pad,31.43055555,-86.94027778
0AL4,[H] B.M.C. - De Kalb,34.44083333,-85.75638889
0AL5,Flomaton,31.03222222,-87.25277778
0AL6,[H] D.W. Mcmillian Memorial Hospital,31.12722222,-87.07333334
0AL7,[H] Gadsden Regl Medical Center,34.00833333,-85.96527778
0AL8,[H] Brookwood Medical Center,33.46388888,-86.77305556
0AL9,Wilson Creek,34.85,-87.6325
0AR1,Hooterville South,35.09467138,-93.20198334
0AR2,Mission Field-Marotti Memorial,35.26675444,-90.35009917
0AR3,Taylors Air Strip,35.89896777,-93.26101139
0AR4,[H] Gravette Medical Center Hospital,36.40785416,-94.45688167
0AR5,[H] Regional Medical Center,35.83618555,-90.70177889
0AR6,[H] Ami National Park Medical Center,34.48147833,-93.03101139
0AR7,Yancopin,33.95010416,-91.18122528
0AR8,[H] Howard Memorial Hospital,33.95011333,-93.85212917
0AR9,[H] Eureka Springs Hospital,36.40007138,-93.74352667
0AS0,Sycamore Creek,33.66115472,-111.61680334
0AZ1,Taylor Field,32.30090722,-111.32371723
0AZ2,WESTERN SKY,33.7780555,-113.6416665
0AZ3,[H] 1st St Center Parking Garage,33.41699055,-111.83264
0AZ4,Flying Bucket Ranch,32.98227027,-112.28709278
0AZ5,Castle Well,33.86586583,-112.60336834
0AZ6,[H] St Josephs Hospital,33.48170972,-112.07737139
0AZ7,[H] Sunstate,33.44365555,-111.96347834
0AZ9,[H] Air Commerce Center,33.61670833,-111.92014445
0B0,[H] Saline Memorial Hospital,34.57398138,-92.58293889
0B1,BETHEL RGNL,44.4251525,-70.8099135
0B2,Brewer,44.76368277,-68.76781362
0B3,Johnson Farm Lines,35.57119361,-93.5751875
0B4,HARTINGTON MUNI,42.6028535,-97.2570605
0B5,TURNERS FALLS,42.591378,-72.5227625
0B7,Warren-Sugarbush,44.11672722,-72.82705806
0B8,ELIZABETH FLD,41.2522215,-72.031666
0C0,DACY,42.4027281666667,-88.632118
0C2,Hinckley,41.77086277,-88.70341445
0C3,Wilhelmi Field,41.48336416,-88.08339084
0C4,PENDER MUNI,42.1138885,-96.728889
0C5,Canadian Lakes,43.57641694,-85.28059056
0C6,St George,41.20697694,-87.78531862
0C7,Grandpas Farm Mendota,41.52197694,-89.13258445
0C8,Cushing Field Ltd,41.519475,-88.60562889
0C9,[H] Coach & Paddock,40.63815666,-74.97572528
0CA1,Northside Airpark,34.98831055,-120.45794195
0CA2,[H] V A Med Ctr West L.A.,34.04889833,-118.45563501
0CA3,Crawford,34.58748805,-120.01347584
0CA4,Shepherd Ranch,34.62220888,-120.0654225
0CA5,Hoffman - Private,33.1430975,-116.74529945
0CA7,[H] R I Seal Beach Helistop B80,33.75696138,-118.08756389
0CA8,Ward Ranch,33.42780972,-116.84252334
0CA9,BLECH RANCH,35.594862,-120.33847
0CD3,[H] Branchs,40.34803638,-104.52829112
0CL1,Krey Field,34.56943611,-117.55555556
0CL2,[H] Parking Lot,32.59394416,-117.08475056
0CL3,John Nichols Field,32.63311194,-116.89307806
0CL4,[H] Glen Fed,34.15722916,-118.25451917
0CL5,[H] The Atrium,33.67057555,-117.85755612
0CL6,Bohunks Airpark,34.69470666,-118.28313195
0CL7,[H] Good Samritan,34.05445611,-118.26507473
0CL8,Tera Skypark,35.59134583,-117.63367306
0CL9,[H] Sce San Jacinto Valley Service Center,33.74113138,-117.15114334
0CO0,[H] Longmont United Hospital,40.17887361,-105.12553917
0CO1,Daves,40.03331805,-105.12387306
0CO2,BUCKHORN RANCH,38.85159,-106.9320905
0CO3,Greggs No 1,39.88942888,-104.54496139
0CO4,[H] Geo-Seis Helicopters,40.58553777,-105.03969889
0CO5,Mack Mesa,39.26720166,-108.86371584
0CO6,Flying M & M Ranch,38.21943361,-108.21313334
0CO8,Cartwheel,40.2083175,-105.01303501
0CO9,Van Treese,37.65833444,-106.03391334
0CT0,[H] Sharon Hospital,41.88120416,-73.48095639
0CT1,[H] Bristol-Myers Squibb Company,41.48481972,-72.75620834
0CT2,[H] Windham Hospital,41.71704305,-72.22591167
0CT3,[H] N B G H,41.66162694,-72.78787528
0CT4,[H] Burke,41.50620805,-72.93982584
0CT5,[H] St Francis Hospital,41.77454416,-72.69898223
0CT6,[H] Middletown,41.59676555,-72.70453917
0CT7,[H] Bridgeport Hospital,41.18842999,-73.16622195
0CT8,[H] Danbury Hospital,41.40555555,-73.44472223
0CT9,[H] Hartford Hospital,41.75454444,-72.67870389
0D0,Fort Hill,42.90200805,-77.54777334
0D3,[H] Van Buren County Memorial Hospital,35.57591083,-92.45349112
